date,Open,High,Low,Close,Volume,MarketCap
2024-09-28,0.1238227688843178,0.1238227688843178,0.1238227688843178,0.1238227688843178,1555101302.394238,18086523907.564518
2024-09-29,0.1288364038238975,0.1288364038238975,0.1288364038238975,0.1288364038238975,1706567906.7285783,18825075499.748528
2024-09-30,0.12475967032593717,0.12475967032593717,0.12475967032593717,0.12475967032593717,980842375.1104261,18237685842.994255
2024-10-01,0.11409373123635111,0.11409373123635111,0.11409373123635111,0.11409373123635111,1119199764.7365375,16668359315.555267
2024-10-02,0.10714490765597601,0.10714490765597601,0.10714490765597601,0.10714490765597601,1476122207.633925,15663199002.570282
2024-10-03,0.10465641885443355,0.10465641885443355,0.10465641885443355,0.10465641885443355,949525283.9507754,15293474639.765978
2024-10-04,0.10503240487770349,0.10503240487770349,0.10503240487770349,0.10503240487770349,972749810.1302891,15341812912.876862
2024-10-05,0.10928889300399085,0.10928889300399085,0.10928889300399085,0.10928889300399085,764018435.1600564,15967882266.593582
2024-10-06,0.10955507475498369,0.10955507475498369,0.10955507475498369,0.10955507475498369,451209519.61005574,16014067342.601536
2024-10-07,0.11143232086557313,0.11143232086557313,0.11143232086557313,0.11143232086557313,510711345.8873673,16300599147.425789
2024-10-08,0.10888942663944362,0.10888942663944362,0.10888942663944362,0.10888942663944362,987438812.0499407,15928664980.80216
2024-10-09,0.10711482791639114,0.10711482791639114,0.10711482791639114,0.10711482791639114,698426563.3874706,15680331561.502308
2024-10-10,0.10794073191121138,0.10794073191121138,0.10794073191121138,0.10794073191121138,725437336.6353363,15802883226.690445
2024-10-11,0.10595271088673729,0.10595271088673729,0.10595271088673729,0.10595271088673729,676009910.8249433,15492666165.802343
2024-10-12,0.11075973120839307,0.11075973120839307,0.11075973120839307,0.11075973120839307,608660396.4089402,16205592120.10208
2024-10-13,0.1113879149202278,0.1113879149202278,0.1113879149202278,0.1113879149202278,471712432.5463746,16295803424.838173
2024-10-14,0.1113381787454164,0.1113381787454164,0.1113381787454164,0.1113381787454164,501221749.1240856,16284359144.011297
2024-10-15,0.11654636005586289,0.11654636005586289,0.11654636005586289,0.11654636005586289,1038482566.7730004,17054185512.622272
2024-10-16,0.11714973577171232,0.11714973577171232,0.11714973577171232,0.11714973577171232,1448755420.1277294,17136054607.44054
2024-10-17,0.12568987094844378,0.12568987094844378,0.12568987094844378,0.12568987094844378,2441500479.075099,18366468454.350346
2024-10-18,0.1290318879198742,0.1290318879198742,0.1290318879198742,0.1290318879198742,1610404036.3026013,18872749092.612045
2024-10-19,0.1373828663699262,0.1373828663699262,0.1373828663699262,0.1373828663699262,2352278280.0010424,20117473887.347134
2024-10-20,0.14481683811600587,0.14481683811600587,0.14481683811600587,0.14481683811600587,1943678426.853672,21205835020.113136
2024-10-21,0.1417955596779323,0.1417955596779323,0.1417955596779323,0.1417955596779323,1450399760.2238953,20743960127.806
2024-10-22,0.14367938444457554,0.14367938444457554,0.14367938444457554,0.14367938444457554,2135857422.7542772,21042404416.179592
2024-10-23,0.13950663609651373,0.13950663609651373,0.13950663609651373,0.13950663609651373,1786553786.9237838,20427910912.025658
2024-10-24,0.13989987665552944,0.13989987665552944,0.13989987665552944,0.13989987665552944,1492331848.7752898,20469081859.33588
2024-10-25,0.1421233225388425,0.1421233225388425,0.1421233225388425,0.1421233225388425,1490511268.4353406,20800093125.406723
2024-10-26,0.13052166779612556,0.13052166779612556,0.13052166779612556,0.13052166779612556,1555982996.705227,19058280731.50005
2024-10-27,0.1374382944976871,0.1374382944976871,0.1374382944976871,0.1374382944976871,1007254067.9991432,20129644552.18132
2024-10-28,0.14426417044511727,0.14426417044511727,0.14426417044511727,0.14426417044511727,1185789527.4866672,21151514398.147987
2024-10-29,0.1610750096019228,0.1610750096019228,0.1610750096019228,0.1610750096019228,3547034012.2714276,23603211883.92649
2024-10-30,0.17621839911910786,0.17621839911910786,0.17621839911910786,0.17621839911910786,4328291559.706245,25822005647.19393
2024-10-31,0.16841352960298442,0.16841352960298442,0.16841352960298442,0.16841352960298442,2609541210.2799463,24707320750.155575
2024-11-01,0.16161157386392275,0.16161157386392275,0.16161157386392275,0.16161157386392275,2433162762.1835318,23703025112.153557
2024-11-02,0.1592929577355371,0.1592929577355371,0.1592929577355371,0.1592929577355371,2384334083.6126504,23336035423.926025
2024-11-03,0.15931442661099204,0.15931442661099204,0.15931442661099204,0.15931442661099204,1497134113.918328,23352486974.02465
2024-11-04,0.1519727008143906,0.1519727008143906,0.1519727008143906,0.1519727008143906,2539631782.021095,22296473359.067554
